date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:26:10	106/106	---M--	200	added ('OK')	text/plain	etag:%22295afedc57788c70a81f0aaa77c71aed%22	https://www.the-qrcode-generator.com/robots.txt		(from )
00:26:11	521033/521033	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2018:56:10%20GMT	https://www.the-qrcode-generator.com/	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/index.html	(from )
00:26:11	764/764	---MCZ	200	added ('OK')	application/javascript	etag:W/%226707a782-2fc%22	https://www.the-qrcode-generator.com/wp-content/themes/tqrcg/js/service-worker.js	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/themes/tqrcg/js/service-worker.js	(from https://www.the-qrcode-generator.com/)
00:26:11	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2017%20Oct%202024%2018:56:11%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.googletagmanager.com/gtm.15445.delayed	(from https://www.the-qrcode-generator.com/)
00:26:13	310420/310420	---MCZ	200	added ('OK')	text/css	etag:W/%226707a782-4bc94%22	https://www.the-qrcode-generator.com/wp-content/themes/tqrcg/style.css	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/themes/tqrcg/style.css	(from https://www.the-qrcode-generator.com/)
00:26:14	38078/38078	---MCZ	200	added ('OK')	image/x-icon	etag:W/%226707a782-94be%22	https://www.the-qrcode-generator.com/wp-content/themes/tqrcg/favicon.ico	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/themes/tqrcg/favicon.ico	(from https://www.the-qrcode-generator.com/)
00:26:14	155845/155845	---MCZ	200	added ('OK')	text/css	etag:W/%22260c5-fByeBXPlzqi603M74vxjqoxo6o0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css	(from https://www.the-qrcode-generator.com/)
00:26:16	146/146	---M--	403	error ('Forbidden')	text/html	date:Thu,%2017%20Oct%202024%2018:56:15%20GMT	https://www.the-qrcode-generator.com/xmlrpc.php	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/xmlrpc.5.delayed	(from https://www.the-qrcode-generator.com/)
00:26:17	51351/51351	---MCZ	200	added ('OK')	application/javascript	etag:W/%226707a782-c897%22	https://www.the-qrcode-generator.com/wp-content/themes/tqrcg/js/modernizr.js	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/themes/tqrcg/js/modernizr.js	(from https://www.the-qrcode-generator.com/)
00:26:18	1151/1151	---MCZ	200	added ('OK')	text/css	etag:W/%226707a782-47f%22	https://www.the-qrcode-generator.com/wp-content/themes/tqrcg/stylesheets/custom.css	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/themes/tqrcg/stylesheets/custom.css	(from https://www.the-qrcode-generator.com/)
00:26:20	41469/41469	---MCZ	200	added ('OK')	text/css	etag:W/%2266b217f9-a1fd%22	https://www.the-qrcode-generator.com/wp-content/plugins/genesis-blocks/dist/style-blocks.build.css?ver=1722947577	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/plugins/genesis-blocks/dist/style-blocks.build6c67.css	(from https://www.the-qrcode-generator.com/)
00:26:21	113381/113381	---MCZ	200	added ('OK')	text/css	etag:W/%2265ddf637-1bae5%22	https://www.the-qrcode-generator.com/wp-includes/css/dist/block-library/style.min.css?ver=6.5.5	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-includes/css/dist/block-library/style.minadc6.css	(from https://www.the-qrcode-generator.com/)
00:26:21	1150/1150	---MCZ	200	added ('OK')	text/css	etag:W/%2266b1e02d-47e%22	https://www.the-qrcode-generator.com/wp-content/plugins/accordion-blocks/build/index.css?ver=1729190831	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-content/plugins/accordion-blocks/build/index7692.css	(from https://www.the-qrcode-generator.com/)
00:26:23	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://www.the-qrcode-generator.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.the-qrcode-generator.com/)
00:26:24	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://www.the-qrcode-generator.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.the-qrcode-generator.com/)
00:26:25	146/146	---M--	403	error ('Forbidden')	text/html	date:Thu,%2017%20Oct%202024%2018:56:25%20GMT	https://www.the-qrcode-generator.com/xmlrpc.php?rsd	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/xmlrpc.d0db0.delayed	(from https://www.the-qrcode-generator.com/)
00:26:25	199386/199386	---MCZ	200	added ('OK')	application/json	date:Thu,%2017%20Oct%202024%2018:56:25%20GMT	https://www.the-qrcode-generator.com/wp-json/	C:/Users/hs831/OneDrive/Desktop/qr%20code%20gene%2022/www.the-qrcode-generator.com/wp-json/index.html	(from https://www.the-qrcode-generator.com/)
